id,name,Primary Term,Icon,Description,Sprache,Appointment Needed,Children Welcome,Volunteer,Accessible by public transport,Telephone,Email,Free entry,Entry cost,Web Address,Wheelchair Accessible,Street location,Stadt,Bundesland,Postal Code,latitude,longitude
52859,Ingenieurbüro S&T für Umwelt- und Energieberatung,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
Ingenieurbüro S&T für Umwelt- und Energieberatung
Theodor-Heuss-Str. 29
85764 Oberschleißheim
http://www.st-energieberatung.de/
info(at)st-energieberatung.de
Tel: 089 - 120 240 60
Mobil: 0176 - 640 159 36",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.254770,11.554120
53127,essential media GmbH,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
essential media GmbH
Landwehrstraße 61
80336 München
www.essentialmedia.de
info@essentialmedia.de
Tel: +49 (0)89 747262-10
Fax: +49 (0)89 747262-17",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.136040,11.557105
53128,essential media GmbH,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
essential media GmbH
Landwehrstraße 61
80336 München
www.essentialmedia.de
info@essentialmedia.de
Tel: +49 (0)89 747262-10
Fax: +49 (0)89 747262-17",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.136040,11.557105
47679,Tinten Toner Tankstation,Reuse,"Regionaler Betrieb, Sozialverantwortliches Unternehmen, Wiederverwertung","Schellingstraße 48
80799 München ‎ 
http://www.tttankstation.de/",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.151049,11.574529
47557,Flohmarkt an der Theresienwiese,Reuse Shop/Market,"Flohmarkt, Wiederverwertung","Einmal im Jahr zu Beginn des Frühlingsfestes lädt das Münchner Rote Kreuz zum größten Flohmarkt Bayerns auf die Theresienwiese ein. Zu Füßen der Bavaria werden bei gutem Wetter über 2.000 Aussteller und 20.000 Besucher erwartet. Aufgrund der einmaligen Atmosphäre ein Pflichttermin für Aussteller und Flohmarktfans!  
Datum für 2014: Wann: Samstag, 26. April 2014",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.129287,11.550264
47558,Flohmarkt an der Theresienwiese,Reuse Shop/Market,"Flohmarkt, Wiederverwertung","Einmal im Jahr zu Beginn des Frühlingsfestes lädt das Münchner Rote Kreuz zum größten Flohmarkt Bayerns auf die Theresienwiese ein. Zu Füßen der Bavaria werden bei gutem Wetter über 2.000 Aussteller und 20.000 Besucher erwartet. Aufgrund der einmaligen Atmosphäre ein Pflichttermin für Aussteller und Flohmarktfans!  
Datum für 2014: Wann: Samstag, 26. April 2014",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.129287,11.550264
47559,Flohmarkt an der Theresienwiese,Reuse Shop/Market,"Flohmarkt, Wiederverwertung","Einmal im Jahr zu Beginn des Frühlingsfestes lädt das Münchner Rote Kreuz zum größten Flohmarkt Bayerns auf die Theresienwiese ein. Zu Füßen der Bavaria werden bei gutem Wetter über 2.000 Aussteller und 20.000 Besucher erwartet. Aufgrund der einmaligen Atmosphäre ein Pflichttermin für Aussteller und Flohmarktfans!  
Datum für 2014: Wann: Samstag, 26. April 2014",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.128366,11.548226
47560,Flohmarkt an der Theresienwiese,Reuse Shop/Market,"Flohmarkt, Wiederverwertung","Einmal im Jahr zu Beginn des Frühlingsfestes lädt das Münchner Rote Kreuz zum größten Flohmarkt Bayerns auf die Theresienwiese ein. Zu Füßen der Bavaria werden bei gutem Wetter über 2.000 Aussteller und 20.000 Besucher erwartet. Aufgrund der einmaligen Atmosphäre ein Pflichttermin für Aussteller und Flohmarktfans!  
Datum für 2014: Wann: Samstag, 26. April 2014",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.130180,11.549735
47561,Flohmarkt an der Parkaue,Reuse Shop/Market,Flohmarkt,"Auf Schnäppchenjagd können die Münchner jeden Freitag und Samstag auf der Parkharfe - zwischen München-Arena (früher Olympic Spirit) und Werner-von Linde-Halle - gehen. Insgesamt steht für ca. 460 Aussteller ein über 35.000 quadratmetergroßes Gelände zur Verfügung.
Wann: jeden Freitag und Samstag 7.00 bis 16.00 Uhr
When: every Friday and Saturday 7.00-16.00
Besonderer Hinweis: an Feiertagen kein Flohmarkt
!No market on holidays!
Fleemarket with 460 shops",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.175342,11.551187
47680,Second Hand Zsa Zsa,Reuse Shop/Market,"Grünes Geschäft, Regionaler Betrieb, Flohmarkt","Schellingstraße 68
80799 München ‎",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.151962,11.570646
47681,Kleidsam,Reuse Shop/Market,"Flohmarkt, Fair Trade, Sozialverantwortliches Unternehmen","Kontaktdaten:
Kleidsam - Second Hand für  Frauerm
Dachauer Straße 192
80992 München‎ 
http://www.kleidsam-muenchen.de/
sommer@diakonia.de
Tel.: +49 (0)89-12 15 95-0",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.174954,11.524615
47682,ReSales,Reuse Shop/Market,"Flohmarkt, Wiederverwertung, Recycling","Sendlinger Straße 21
80331 München ‎ 
http://www.secondhandandmore.com/",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.134834,11.569571
47683,ReSales,Reuse Shop/Market,Flohmarkt,"Sonnenstraße 2
80331 München ‎",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.138489,11.564657
47684,Gebrauchtwarenhaus Giesing -Wäscherei,Reuse Shop/Market,"Flohmarkt, Sozialverantwortliches Unternehmen, Wiederverwertung, Recycling","Wolfratshauser Straße 350
81479 München",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.063218,11.514748
47685,FlohMarktLaden,Reuse Shop/Market,"Regionaler Betrieb, Flohmarkt, Sozialverantwortliches Unternehmen","Wörthstraße 10
81667 München ‎ 
http://www.flohmarkt-laden.de/",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.130842,11.599120
47686,Alexa's,Reuse Shop/Market,Flohmarkt,"Utzschneiderstraße 10
80469 München ‎ 
http://www.yelp.de/biz/alexas-m%C3%BCnchen",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Not accessible,,,,,48.133760,11.575879
47687,Second Hand EX DREss und Dirndl,Reuse Shop/Market,Flohmarkt,"Augustenstraße 104
80798 München ‎",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.152660,11.565864
52608,Luxusbaba,Reuse Shop/Market,Flohmarkt,"Kontaktdaten:
Luxusbaba
Ligsalzstr. 27
80339 München
http://www.luxusbaba.de/",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.135306,11.542726
47577,Monopteros,Scenic Vista,"Wald/Naturpark, Herbstliche Blätterpracht, Reizvolle Aussicht",Wunderbare Skyline von München.,,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Not accessible,,,,,48.149651,11.591613
51622,Umweltinstitut München e.V.,Scientific Research Site,"Öko-Rechtsorganisation, Wissenschaftliche Forschungsanstalt","Kontaktdaten:
Verein zur Erforschung und Verminderung der Umweltbelastung
Landwehrstr. 64 a
80336 München
http://www.umweltinstitut.org/
info@umweltinstitut.org
Tel.: (089) 30 77 49-0
Fax: (089) 30 77 49-20",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.136752,11.554549
51879,Hochschule und Nachhaltigkeit Bayern,Scientific Research Site,Wissenschaftliche Forschungsanstalt,"Kontaktdaten:
Hochschule und Nachhaltigkeit Bayern
Hochschule München
Ansprechpartnerin: Lara Lütke-Spatz
Lothstr. 34
D-80335 München
http://www.nachhaltigehochschule.de/
info@nachhaltigehochschule.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.153218,11.552191
52814,Bayerisches Altlastenkataster,Scientific Research Site,"Online Recherche, Wissenschaftliche Forschungsanstalt","Kontaktdaten:
Bayerisches Altlastenkataster
Referat für Gesundheit und Umwelt
Bayerstraße 28a
80335 München
http://www.lfu.bayern.de/altlasten/altlastenkataster/index.htm
rgu@muenchen.de
Tel.: 089 233-96300
Fax: 089 233-47305",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.139409,11.552618
53129,Forschungsinstitut für Wärmeschutz München,Scientific Research Site,Wissenschaftliche Forschungsanstalt,"Kontaktdaten:
Forschungsinstitut für Wärmeschutz München
Lochhamer Schlag 4
82166 Gräfelfing
Postfach 15 25
82157 Gräfelfing
www.fiw-muenchen.de
info@fiw-muenchen.de
Tel.: +49 (0)89 858 00 20
Fax: +49 (0)89 588 00 40",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.123211,11.451069
47964,Trägerkreis EineWeltHaus München e.V.,Significant Organization/Agency,"Kulturstätte, Signifikante Organisation/Dienststelle","Kontaktdaten:
Trägerkreis EineWeltHaus München e.V.
Schwanthalerstr. 80 RGB
80336 München 
http://www.einewelthaus.de/
geschaeftsstelle@einewelthaus.de 
Tel: +49 (0) 89-85637510
Fax: 089-85637512",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.137730,11.552449
50838,IHK für München und Oberbayern,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
IHK für München und Oberbayern
Balanstraße 55-59
81541 München
https://www.muenchen.ihk.de
ihkmail@muenchen.ihk.de
Tel.: +49 (0)89 5116-0
Tel.: +49 (0)89 5116-1306",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.122685,11.598730
50839,Handwerkskammer für München und Oberbayern,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
Handwerkskammer für München und Oberbayern
Hausanschrift:
Max-Joseph-Straße 4
80333 München
Postanschrift:
Postfach 34 01 38
80098 München
http://www.hwk-muenchen.de/
info@hwk-muenchen.de
Tel.: +49 (0)89 5119-0
Fax: +49 (0)89 5119-295",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.143272,11.570380
50971,Deutsche Gesellschaft für die Vereinten Nationen,Significant Organization/Agency,"Öko-Rechtsorganisation, Signifikante Organisation/Dienststelle","Kontaktdaten:
Deutsche Gesellschaft für die Vereinten Nationen
Landesverband Bayern e.V.
Wilhelm-Mayr-Str. 33
D-80689 München
http://www.dgvn-bayern.de/
Telefon/Fax: +49 (89) 4365-0823",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.138736,11.482344
50972,EarthLink e.V. – The People & Nature Network,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
EarthLink e.V. – The People & Nature Network
Frohschammerstr.14
D-80807 München
http://www.earthlink.de
info@earthlink.de
Tel: +49-89-3565 2102
Fax: +49-89-3565 2106",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.178997,11.568823
50973,Germanwatch e.V. Regionalgruppe München,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Germanwatch engagiert sich für Nord-Süd-Gerechtigkeit und den Erhalt der Lebensgrundlagen. Im Zentrum der Aktivitäten stehen Politik und Wirtschaft des Nordens. Die Weltmarktstrukturen und der ressourcenintensive Wirtschaftsstil des Nordens beeinflussen das Leben der Menschen weltweit. Wir setzen uns für Rahmenbedingungen ein, die auch den Menschen im Süden eine Zukunft geben.
Germanwatch e.V.
Regionalgruppe München
Ansprechpartnerin:
Heike Winkler
Rennbahnstraße 111
81929 München",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,+49(0)89-43088601,heike.winkler@einfachgutessen.de,Freier Eintritt,,http://germanwatch.org/muenchen.htm,Not accessible,Rennbahnstraße 111,München,,81929,48.145945,11.658922
50974,Münchner Friedensbündnis,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
Münchner Friedensbündnis
c/o Friedensbüro e.V.,
Isabellastr. 6,
80798 München
http://www.muenchner-friedensbuendnis.de/
friedensbuero@muenchner-friedensbuendnis.de
Tel.: +49 (0) 892715917",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.155805,11.570435
50976,Ökumenisches Büro für Frieden und Gerechtigkeit e.V.,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
Ökumenisches Büro für Frieden und Gerechtigkeit e.V.
Pariser Straße 13
81667 München
http://www.oeku-buero.de/
info@oeku-buero.de
Tel.: +49-(0)89-448 59 45
Fax +49-(0)89-48 76 73",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.126967,11.597818
50978,UNICEF-Arbeitsgruppe München,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
UNICEF-Arbeitsgruppe München
Neumarkter Str. 21
81673 München
www.muenchen.unicef.de
info@muenchen.unicef.de
Tel.: +49 (0)89/9505377
Fax: +49 (0)89/9503096 (Fax)",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.133158,11.620059
51336,Creating Sustainability e.V.,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
Creating Sustainability e. V.
Zentnerstraße 37
80798 München
www.creating-sustainability.de
kontakt@creating-sustainability.info
Tel.: +49 89 856 795 41
Fax: +49 89 856 795 43",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.158875,11.564497
51337,Evangelische Stadtakademie München,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
Evangelische Stadtakademie München
Herzog-Wilhelm-Str. 24
80331 München
http://www.evstadtakademie.de/
info@evstadtakademie.de
Tel.: 089 / 54 90 27-11
Fax: 089 / 54 90 27-15",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.135443,11.566601
51338,Münchner Klimaherbst,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
Mona Fuchs
Projektbüro Münchner Klimaherbst
Westendstrasse 89
80339 München
http://www.klimaherbst.de/
mona.fuchs@klimaherbst.de
Tel. 089 / 54 04 53 07
Fax 089 / 76 75 89 56",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.138102,11.540377
51340,Petra-Kelly-Stiftung,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
Petra-Kelly-Stiftung
Reichenbachstraße 3a
80469 München
http://www.petrakellystiftung.de/
info@petra-kelly-stiftung.de
Tel.: 089/24 22 67 - 30
Fax: 089/24 22 67 - 47",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.134124,11.576507
51342,Schweisfurth-Stiftung,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
Schweisfurth-Stiftung
Rechtsfähige öffentliche Stiftung des bürgerlichen Rechts
Südliches Schloßrondell 1
D-80638 München
http://www.schweisfurth.de/
info@schweisfurth.de
Tel: +49(0)89 / 17 95 95 -0
Fax: +49 (0)89 / 17 95 95 -19",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.157805,11.509187
51344,Utopia GmbH,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
Utopia GmbH
Kühbachstr. 11
81543 München
http://www.utopia.de
info@utopia.de
Tel: 089/ 260 241 40
Fax: 089/ 260 241 41",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.116073,11.572857
51345,Wasserwirtschaftsamt München,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
Wasserwirtschaftsamt München
Heßstr. 128
80797 München
http://www.wwa-m.bayern.de/
poststelle@wwa-m.bayern.de
Tel.: 089 212 33-03
Fax: 089 212 33-2606",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.156832,11.554688
51455,Amnesty International,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
Amnesty International
Bezirk München und Oberbayern
Volkartstr. 76
80636 München
http://www.amnesty-muenchen.de/
kontakt@amnesty-muenchen.de
Tel.: 089 / 16 54 12
Fax: 089 / 16 54 04",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.158918,11.542645
51880,FIAN Deutschland e.V.,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
FIAN Deutschland e.V.
FoodFirst Informations- & Aktions-Netzwerk
Ansprechpartner: Arne Klevenhusen
Bruckenfischerstraße 25
81547 München
http://www.fian.de/
fian_muc@gmx.de
Tel: (0049) 089 69381438
Fax: (0049) 02 21 - 70 200 32",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.095373,11.583597
52842,Fair Handeln Bayern!,Significant Organization/Agency,Signifikante Organisation/Dienststelle,"Kontaktdaten:
Fair Handeln Bayern!
Eine Initiative des
Eine Welt Netzwerk Bayern e.V.
Weiße Gasse 3
86150 Augsburg
http://www.fairhandeln-bayern.de/
www.eineweltnetzwerkbayern.de
info@eineweltnetzwerkbayern.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.367434,10.899704
52840,Skatemap,Skateboard Site,Skateboard,"Kontaktdaten:
POPULÄR
Handcrafted Skateparks
Ostendstraße 82 e
90482 Nürnberg
http://www.skatemap.de/
Tel: +49.(0).911.20.555.99
Fax: +49.(0).911.20.555.97",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.135993,11.683531
52841,Skatepark Guide,Skateboard Site,Skateboard,"Kontaktdaten:
Skatepark Guide
School of Skateboarding
z.H. Stefan Steltenpohl
Donnerschweer Str. 16
26123 Oldenburg 
http://www.skatepark-guide.de/
info@skatepark-guide.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.135643,11.684679
51736,Olympiapark,Snow Activity Site,Aktivitäten im Schnee,"Kontaktdaten:
Olympiapark München GmbH
Geschäftsführer Ralph Huber
Spiridon-Louis-Ring 21
80809 München
http://www.olympiapark.de/
info@olympiapark.de
Tel. 089/30 67-0
Fax 089/3067-2222",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.173956,11.546668
47962,Social Entrepreneurship Akademie,Social Enterprise,Gemeinnützige Einrichtung,"„Die Social Entrepreneurship Akademie, die 2010 als Netzwerkorganisation der vier Münchner Hochschulen gegründet wurde, ist zentrale Anlaufstelle für alle, die sich aktiv und kritisch denkend den akuten wirtschaftlichen, sozialen und ökologischen Herausforderungen stellen und geeignete, möglichst innovative Geschäftsmodelle zu deren Lösung entwickeln. Unter dem Leitspruch „Education for societal change“ vermittelt die Akademie innerhalb und außerhalb der akademischen Welt spezifische Kompetenzen zum Themenfeld Social Entrepreneurship und unterstützt soziale Gründungen.“
Kontaktdaten:
Social Entrepreneurship Akademie
Heßstr. 89
80797 München
info@seakademie.de
www.seakademie.de
Tel.: +49 (0)89.2180.6206
Fax: +49 (0)89.2180.17713",,Termin nötig,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Not accessible,,,,,48.152889,11.560628
47967,Urbanes Wohnen,Social Enterprise,"Sozialverantwortliches Unternehmen, Gemeinnützige Einrichtung","Kontaktdaten
Urbanes Wohnen
Pündterplatz 1
80803 München
www.urbanes-wohnen.de 
Tel. +49 (0)89 - 39 16 97",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.163059,11.576890
51453,Münchner Tafel e.V.,Social Enterprise,"Flohmarkt, Gemeinnützige Einrichtung","Kontaktdaten:
Münchner Tafel e.V.
Grossmarkthalle Kontorhaus 1,
Zimmer 226
Schäftlarnstr. 10
D-81371 München
http://www.muenchner-tafel.de/
info@muenchner-tafel.de
Tel: 089-29 22 50
Fax: 089-29 14 81",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.116450,11.556783
51454,Wohnlotse Muenchen,Social Enterprise,"Nicht nachhaltig genutztes Land, Gemeinnützige Einrichtung","Kontaktdaten:
Wohlotse München
Stadtteilarbeit e.V.
Beratungsstelle Wohnen
Aachener Straße 9 - Souterrain
80804 München
http://www.wohnlotse-muenchen.de/
be-wohnen@verein-stadtteilarbeit.de
Tel.: 089 / 35 70 43 - 0
Fax: 080 / 35 70 43 - 29",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.168790,11.579193
47963,NORD SÜD FORUM München e.V.,Social Service,"Sozialer Dienst, Sozialverantwortliches Unternehmen","Das Nord Süd Forum München e.V. ist Zusammenschluss und Dachverband von ca. 70 entwicklungspolitisch aktiven Gruppen und Vereinen aus dem Münchner Raum. Im Zentrum der Arbeit steht seit der Gründung 1989 die Vernetzung der Initiativen sowie gemeinsame Bildungs- und Öffentlichkeitsarbeit für eine gerechte Eine Welt. Gemäß dem Motto „global denken- lokal handeln“ wirken wir auf eine zukunftsfähige Entwicklung der Münchener Stadtgesellschaft hin. Zu diesem Zweck kooperieren wir auch mit anderen engagierten Gruppen, Vereinen und Institutionen. Wir werden mit einer jährlichen institutionellen Zuwendung von der Landeshauptstadt München – Kulturreferat gefördert.
Kontaktdaten:
NORD SÜD FORUM München e.V.
im EineWeltHaus
Schwanthalerstr. 80
80336 München
http://www.nordsuedforum.de/
info@nordsuedforum.de
Tel.: +49 (0) 89 85 63 75 23
Fax: +49 (0) 89 85 63 75 25",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.137791,11.550715
50977,Pro REGENWALD e. V.,Social Service,"Öko Klub/Organisation, Sozialer Dienst","Kontaktdaten:
Pro REGENWALD e. V.
Frohschammerstr. 14
80807 München
www.pro-regenwald.de
info@pro-regenwald.de 
Tel.: +49 (0)89-359 8650
Fax: +49 (0)89-359 6622",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.178907,11.568791
51452,Heimaten e.V.,Social Service,Sozialer Dienst,"Kontaktdaten:
heimaten e.V. – Netz für Chancengerechtigkeit
Hermelinweg 11
81549 München
http://www.heimaten.de/
info@heimaten.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.087146,11.605103
51456,Sozialforum München,Social Service,Sozialer Dienst,"Kontaktdaten:
Sozialforum München
Hans-Peter Gase
Elisabethstraße 28
80796 München
www.m-sf.de
info@m-sf.de
Tel.: 089 / 42 37 67",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.158979,11.569859
47572,Solaranlage,Solar Energy Site,Solarenergie,Solar energy.,,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.125883,11.501927
47573,Solaranlage,Solar Energy Site,Solarenergie,Solar energy.,,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.140271,11.486564
51273,100.000 Dächer,Solar Energy Site,Solarenergie,"Kontaktdaten:
100.000 Dächer
Sebastian Kiefer
Pettostr. 6
81249 München
http://www.100000daecher.de/
info@100000daecher.de
Tel.: +49 (0) 151 22 294294",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.180628,11.420293
52837,Solarpark Hadern,Solar Energy Site,Solarenergie,"Wie sind aus der Agenda-21-Bewegung hervorgegangen und engagieren uns für die Energiewende. Unser Beitrag ist u.a. die Organisation von Bürger-Solaranlagen. In München und Umgebung haben wir ca. 40 Projekte auf den Weg gebracht. Mit dem Geld vieler engagierter Bürgerinnen und Bürger konnten PV-Anlagen mit einer Gesamtleistung von ca. 1,3 GW errichtet werden, die jährlich knapp 1,4 Mio. kWh CO2-freien Strom erzeugen.  Siehe auch www.solarpark-muenchen.de
Kontaktdaten:
Solarpark Hadern
c/o: Ingenieurbüro Wolfgang Bauer
Batzerstraße 8
81375 München
http://www.solarpark-muenchen.de/hadern/index.htm
info@solarpark-muenchen.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.121349,11.480294
52853,Landesverband Oberbayern der Deutschen Gesellschaft für Sonnenenergie e.V.,Solar Energy Site,Solarenergie,"Kontaktdaten:
Landesverband Oberbayern der
Deutschen Gesellschaft für Sonnenenergie e.V.
Hildachstraße 7b
81245 München
http://www.dgs-oberbayern.de/
info@dgs-oberbayern.de   
Tel.: +49 (0)162 473 58 98",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.148150,11.470799
